"units","brand","flavor","grain","promo","ad","volume","price"
1,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,5.49
16,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.44,4.52
5,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.53
28,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.44,3.43
24,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"B",1.44,3.03
6,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,3.21
18,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.44,2.7
14,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.06
5,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.44,3.84
17,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.44,3.7
7,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.38
13,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.89
4,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.99
6,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.89
11,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.79
5,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.55
7,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,3.19
8,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,5.09
8,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.89
26,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,3.3
25,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.44,3.36
9,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.44,5.08
6,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.69
7,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.32
26,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.99
22,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,3.89
5,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,5.59
18,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,3.59
13,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.45
28,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"A",1.44,2.6
13,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"A",1.44,3.23
19,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.44,3.16
9,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,5.29
7,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,3.98
5,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.69
6,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.79
12,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.56,3.15
10,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.56,3.38
12,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.56,3.79
4,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.56,3.49
7,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.56,3.09
7,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.56,3.79
1,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.56,4.79
5,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.56,3.09
6,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.56,3.17
12,"KELLOGGS RICE KRISPIES","TOASTED","RICE",1,"B",0.56,2
14,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"A",0.56,2.99
14,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,4.19
4,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,4.39
20,"KELLOGGS RICE KRISPIES","TOASTED","RICE",1,"NONE",0.75,2.5
18,"KELLOGGS RICE KRISPIES","TOASTED","RICE",1,"A",0.75,2.49
19,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"B",0.75,3.69
7,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,4.29
7,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.99
12,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.59
13,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.99
27,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.59
13,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.19
7,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.35
4,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.97
9,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.39
4,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.29
1,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.29
3,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.99
7,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.69
10,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.09
9,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.39
21,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,4.19
23,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.86
3,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.07
12,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,4.49
22,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.49
3,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,4.29
4,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.19
26,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.48
2,"KELLOGGS FROSTED MINI WHEATS","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT",0,"NONE",1.38,4.29
2,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.56,5.79
3,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.22,4.27
6,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.94,3.88
5,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.93,3.49
7,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.78,3.69
15,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",0.78,2.66
13,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",0.78,2.5
8,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",0.78,3.29
6,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.78,4.19
2,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.78,4.66
4,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",0.78,3.12
4,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.78,3.29
9,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",0.78,2.99
7,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",0.78,2.71
4,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",0.78,2.87
14,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.78,3.19
11,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",0.78,2.5
11,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",0.78,2.49
1,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.78,3.29
6,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",0.78,3
7,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.78,3.59
2,"KELLOGGS CORN POPS","REGULAR","CORN",0,"B",0.78,3.49
1,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.78,4.49
2,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.07,5.29
1,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.07,4.99
5,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",1.07,3.49
14,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.07,3.21
3,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.07,4.99
4,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.07,3.89
2,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.07,3.35
12,"KELLOGGS CORN POPS","REGULAR","CORN",1,"A",1.07,2.5
2,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.07,3.35
4,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.07,2.96
12,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.07,3.19
14,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.07,3.69
10,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.57,3.99
3,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.57,4.39
2,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.57,2.69
5,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.76,3.99
12,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.76,4.89
4,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.76,3.46
7,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.76,3.27
12,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"B",0.76,2.7
5,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.76,3.99
26,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.76,2.34
16,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.76,3.8
9,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.76,3.99
6,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.76,3.99
3,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.76,3.89
28,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"A",0.76,2.02
11,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.76,3.79
10,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.76,2.99
12,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",0.76,2.67
22,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",0.76,2.79
3,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"B",0.76,2.95
12,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",0.76,2.49
27,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"A",1.06,2.5
23,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"B",1.06,2.5
12,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.06,3.99
5,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.06,4.29
8,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.06,3.47
3,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",1.06,4.16
2,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.06,4.49
17,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"B",1.06,2.5
3,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.06,4.66
7,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.06,5.09
2,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",1.06,4.14
1,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.06,3.28
13,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"A",1.06,3.35
6,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"B",1.36,3.19
3,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.36,4.39
2,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.54,2.25
5,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.54,3.99
10,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.54,2.99
9,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.54,3.79
1,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"B",0.54,3.49
6,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.54,3.55
11,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.54,2.5
8,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.72,4.58
27,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.72,4.89
2,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.72,5.39
10,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.72,5.63
10,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.72,5.89
4,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"B",1.72,4
4,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.72,5.99
3,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.72,4.79
12,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.72,5.99
10,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"B",0.54,2.59
1,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.54,4.19
21,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",0.54,1.67
4,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.54,3.59
10,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.76,3.59
11,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.76,3.59
1,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.76,3.55
2,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.76,3.19
20,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.76,3.59
26,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"B",0.76,1.88
4,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.76,3.49
10,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.76,3.19
4,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.76,4.49
7,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",0.76,2
20,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",1.06,2.67
6,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.06,3.28
7,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.06,3.69
3,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.06,4.79
2,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.06,4.39
7,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.06,4.99
1,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.06,3.95
6,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",1.06,4.49
3,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.06,3.97
5,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.06,4.99
6,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",1.06,3.99
3,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.06,4.79
24,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.06,3.39
11,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,2
17,"KELLOGGS RICE KRISPIES","TOASTED","RICE",1,"A",1.5,2.74
7,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.5,6.29
5,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",0.09,1.12
22,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",0.09,1
8,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.09,1.29
1,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.09,1.25
4,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.09,1.69
13,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",0.09,1.04
5,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.09,1.19
6,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.09,1.09
16,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",0.09,1
12,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.09,1.05
4,"KELLOGGS CORN POPS","REGULAR","CORN",1,"B",0.09,1
5,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",0.09,0.87
3,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.09,0.99
25,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.13,1
5,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.13,1.19
18,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"B",0.13,1
1,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.13,1.36
18,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"A",0.13,1
23,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",0.13,1
28,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",0.13,0.69
15,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",0.13,1.04
14,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",0.13,1.04
4,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.79,3.43
1,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.79,4.09
2,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.79,3.89
3,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.79,3.43
6,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.79,3.49
1,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.09,1
8,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",0.09,1
5,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",0.09,0.5
18,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",0.09,1
3,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.09,1
24,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",0.09,1
13,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.09,1
2,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.09,1.49
8,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.09,1
2,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",0.09,1
4,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",0.09,0.99
1,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.09,1.49
14,"KELLOGGS RICE KRISPIES","TOASTED","RICE",1,"NONE",0.08,1
14,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.08,1
4,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.49
2,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,4.79
2,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,4.09
2,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,4.09
15,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.29
26,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",1,"NONE",0.91,2.79
2,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,4.27
2,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.05
5,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,4.19
3,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.87
5,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.79
12,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,2.79
22,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.15
13,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.99
21,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,2.82
4,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.89
23,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.19
10,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.59
23,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.24
4,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.99
25,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",1,"NONE",0.91,2.27
10,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"B",0.91,2.69
27,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",1,"NONE",0.91,2.56
7,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,2.6
15,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",1,"NONE",0.91,1.96
8,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"A",0.91,2.6
10,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,4.39
6,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,3.19
18,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",1,"B",0.91,2.5
18,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,3
8,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,3.79
2,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,2.97
11,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",1,"NONE",0.91,3.49
1,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,4.17
3,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,3.99
1,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",1,"NONE",0.91,3.43
15,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,3.38
8,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,2.99
9,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",1,"NONE",0.91,3.22
7,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,3.45
3,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"A",0.91,2.78
8,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,3.39
10,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,3.19
5,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,3.79
9,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"B",0.91,4.69
13,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,3.55
14,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",1,"B",0.91,2.98
5,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,4.79
7,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",1.19,3.49
10,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",1,"NONE",1.19,4.49
